Comune;Provincia;Prov;Regione;Latitude;Longitude;Latitudine Prov;Longitudine Prov;Numero Abitanti;CAP;Prefisso;Cod Istat
Samone;Torino;TO;Piemonte;45,4516700000;7,8447200000;45,0661100000;7,6822200000;1661;10010;125;1001235
San Benigno Canaves;Torino;TO;Piemonte;45,2250000000;7,7852800000;45,0661100000;7,6822200000;5675;10080;11;1001236
San Carlo Canavese;Torino;TO;Piemonte;45,2505600000;7,6111100000;45,0661100000;7,6822200000;3943;10070;11;1001237
San Colombano Belmo;Torino;TO;Piemonte;45,3827800000;7,6175000000;45,0661100000;7,6822200000;375;10080;124;1001238
San Didero;Torino;TO;Piemonte;45,1372200000;7,2169400000;45,0661100000;7,6822200000;574;10050;11;1001239
San Francesco al Ca;Torino;TO;Piemonte;45,2258300000;7,6586100000;45,0661100000;7,6822200000;4877;10070;11;1001240
Sangano;Torino;TO;Piemonte;45,0288900000;7,4513900000;45,0661100000;7,6822200000;3777;10090;11;1001241
San Germano Chisone;Torino;TO;Piemonte;44,9008300000;7,2400000000;45,0661100000;7,6822200000;1878;10065;121;1001242
San Gillio;Torino;TO;Piemonte;45,1430600000;7,5363900000;45,0661100000;7,6822200000;3035;10040;11;1001243
San Giorgio Canaves;Torino;TO;Piemonte;45,3369400000;7,7955600000;45,0661100000;7,6822200000;2721;10090;124;1001244
San Giorio di Susa;Torino;TO;Piemonte;45,1302800000;7,1786100000;45,0661100000;7,6822200000;1041;10050;122;1001245
San Giusto Canavese;Torino;TO;Piemonte;45,3150000000;7,8111100000;45,0661100000;7,6822200000;3383;10090;124;1001246
San Martino Canaves;Torino;TO;Piemonte;45,3955600000;7,8186100000;45,0661100000;7,6822200000;865;10010;125;1001247
San Maurizio Canave;Torino;TO;Piemonte;45,2191700000;7,6333300000;45,0661100000;7,6822200000;9763;10077;11;1001248
San Mauro Torinese;Torino;TO;Piemonte;45,1033300000;7,7683300000;45,0661100000;7,6822200000;19311;10099;11;1001249
San Pietro Val Lemi;Torino;TO;Piemonte;44,9077800000;7,3127800000;45,0661100000;7,6822200000;1471;10060;121;1001250
San Ponso;Torino;TO;Piemonte;45,3519400000;7,6716700000;45,0661100000;7,6822200000;285;10080;124;1001251
San Raffaele Cimena;Torino;TO;Piemonte;45,1475000000;7,8527800000;45,0661100000;7,6822200000;3122;10090;11;1001252
San Sebastiano da P;Torino;TO;Piemonte;45,1561100000;7,9347200000;45,0661100000;7,6822200000;1920;10020;11;1001253
San Secondo di Pine;Torino;TO;Piemonte;44,8663900000;7,2986100000;45,0661100000;7,6822200000;3615;10060;121;1001254
Sant'Ambrogio di To;Torino;TO;Piemonte;45,1005600000;7,3613900000;45,0661100000;7,6822200000;4843;10057;11;1001255
Sant'Antonino di Su;Torino;TO;Piemonte;45,1088900000;7,2736100000;45,0661100000;7,6822200000;4407;10050;11;1001256
Santena;Torino;TO;Piemonte;44,9505600000;7,7747200000;45,0661100000;7,6822200000;10740;10026;11;1001257
Sauze di Cesana;Torino;TO;Piemonte;44,9425000000;6,8608300000;45,0661100000;7,6822200000;252;10054;122;1001258
Sauze d'Oulx;Torino;TO;Piemonte;45,0275000000;6,8583300000;45,0661100000;7,6822200000;1171;10050;122;1001259
Scalenghe;Torino;TO;Piemonte;44,8891700000;7,5005600000;45,0661100000;7,6822200000;3311;10060;11;1001260
Scarmagno;Torino;TO;Piemonte;45,3872200000;7,8413900000;45,0661100000;7,6822200000;811;10010;125;1001261
Sciolze;Torino;TO;Piemonte;45,0944400000;7,8805600000;45,0661100000;7,6822200000;1515;10090;11;1001262
Sestriere;Torino;TO;Piemonte;44,9580600000;6,8800000000;45,0661100000;7,6822200000;889;10058;122;1001263
Settimo Rottaro;Torino;TO;Piemonte;45,4077800000;7,9911100000;45,0661100000;7,6822200000;523;10010;125;1001264
Settimo Torinese;Torino;TO;Piemonte;45,1383300000;7,7725000000;45,0661100000;7,6822200000;47790;10036;11;1001265
Settimo Vittone;Torino;TO;Piemonte;45,5502800000;7,8319400000;45,0661100000;7,6822200000;1576;10010;125;1001266
Sparone;Torino;TO;Piemonte;45,4150000000;7,5422200000;45,0661100000;7,6822200000;1115;10080;124;1001267
Strambinello;Torino;TO;Piemonte;45,4241700000;7,7688900000;45,0661100000;7,6822200000;273;10010;125;1001268
Strambino;Torino;TO;Piemonte;45,3850000000;7,8816700000;45,0661100000;7,6822200000;6437;10019;125;1001269
Susa;Torino;TO;Piemonte;45,1366700000;7,0488900000;45,0661100000;7,6822200000;6727;10059;122;1001270
Tavagnasco;Torino;TO;Piemonte;45,5452800000;7,8213900000;45,0661100000;7,6822200000;807;10010;125;1001271
Torino;Torino;TO;Piemonte;45,0661100000;7,6822200000;45,0661100000;7,6822200000;907563;;11;1001272
Torrazza Piemonte;Torino;TO;Piemonte;45,2180600000;7,9730600000;45,0661100000;7,6822200000;2748;10037;11;1001273
Torre Canavese;Torino;TO;Piemonte;45,3938900000;7,7616700000;45,0661100000;7,6822200000;591;10010;124;1001274
Torre Pellice;Torino;TO;Piemonte;44,8213900000;7,2213900000;45,0661100000;7,6822200000;4735;10066;121;1001275
Trana;Torino;TO;Piemonte;45,0397200000;7,4177800000;45,0661100000;7,6822200000;3874;10090;11;1001276
Trausella;Torino;TO;Piemonte;45,4911100000;7,7644400000;45,0661100000;7,6822200000;135;10080;125;1001277
Traversella;Torino;TO;Piemonte;45,5100000000;7,7505600000;45,0661100000;7,6822200000;350;10080;125;1001278
Traves;Torino;TO;Piemonte;45,2716700000;7,4288900000;45,0661100000;7,6822200000;564;10070;123;1001279
Trofarello;Torino;TO;Piemonte;44,9894400000;7,7433300000;45,0661100000;7,6822200000;11018;10028;11;1001280
Usseaux;Torino;TO;Piemonte;45,0505600000;7,0294400000;45,0661100000;7,6822200000;191;10060;121;1001281
Usseglio;Torino;TO;Piemonte;45,2336100000;7,2219400000;45,0661100000;7,6822200000;224;10070;123;1001282
Vaie;Torino;TO;Piemonte;45,1044400000;7,2902800000;45,0661100000;7,6822200000;1472;10050;11;1001283
Val della Torre;Torino;TO;Piemonte;45,1572200000;7,4497200000;45,0661100000;7,6822200000;3850;10040;11;1001284
Valgioie;Torino;TO;Piemonte;45,0775000000;7,3419400000;45,0661100000;7,6822200000;952;10094;11;1001285
Vallo Torinese;Torino;TO;Piemonte;45,2252800000;7,4975000000;45,0661100000;7,6822200000;804;10070;11;1001286
Valperga;Torino;TO;Piemonte;45,3722200000;7,6541700000;45,0661100000;7,6822200000;3176;10087;124;1001287
Valprato Soana;Torino;TO;Piemonte;45,5236100000;7,5488900000;45,0661100000;7,6822200000;113;10080;124;1001288
Varisella;Torino;TO;Piemonte;45,2108300000;7,4897200000;45,0661100000;7,6822200000;829;10070;11;1001289
Vauda Canavese;Torino;TO;Piemonte;45,2800000000;7,6200000000;45,0661100000;7,6822200000;1496;10070;11;1001290
Venaus;Torino;TO;Piemonte;45,1561100000;7,0122200000;45,0661100000;7,6822200000;959;10050;122;1001291
Venaria Reale;Torino;TO;Piemonte;45,1347200000;7,6283300000;45,0661100000;7,6822200000;34859;10078;11;1001292
Verolengo;Torino;TO;Piemonte;45,1913900000;7,9669400000;45,0661100000;7,6822200000;5037;10038;11;1001293
Verrua Savoia;Torino;TO;Piemonte;45,1583300000;8,0925000000;45,0661100000;7,6822200000;1472;10020;161;1001294
Vestignè;Torino;TO;Piemonte;45,3875000000;7,9558300000;45,0661100000;7,6822200000;834;10030;125;1001295
Vialfrè;Torino;TO;Piemonte;45,3825000000;7,8169400000;45,0661100000;7,6822200000;247;10090;125;1001296
Vico Canavese;Torino;TO;Piemonte;45,4958300000;7,7800000000;45,0661100000;7,6822200000;885;10080;125;1001297
Vidracco;Torino;TO;Piemonte;45,4322200000;7,7547200000;45,0661100000;7,6822200000;499;10080;125;1001298
Vigone;Torino;TO;Piemonte;44,8444400000;7,4983300000;45,0661100000;7,6822200000;5268;10067;11;1001299
Villafranca Piemont;Torino;TO;Piemonte;44,7822200000;7,5077800000;45,0661100000;7,6822200000;4845;10068;11;1001300
Villanova Canavese;Torino;TO;Piemonte;45,2438900000;7,5558300000;45,0661100000;7,6822200000;1141;10070;11;1001301
Villarbasse;Torino;TO;Piemonte;45,0458300000;7,4691700000;45,0661100000;7,6822200000;3334;10090;11;1001302
Villar Dora;Torino;TO;Piemonte;45,1194400000;7,3850000000;45,0661100000;7,6822200000;3043;10040;11;1001303
Villareggia;Torino;TO;Piemonte;45,3113900000;7,9775000000;45,0661100000;7,6822200000;1015;10030;161;1001304
Villar Focchiardo;Torino;TO;Piemonte;45,1111100000;7,2266700000;45,0661100000;7,6822200000;2079;10050;11;1001305
Villar Pellice;Torino;TO;Piemonte;44,8094400000;7,1541700000;45,0661100000;7,6822200000;1124;10060;121;1001306
Villar Perosa;Torino;TO;Piemonte;44,9280600000;7,2502800000;45,0661100000;7,6822200000;4184;10069;121;1001307
Villastellone;Torino;TO;Piemonte;44,9233300000;7,7438900000;45,0661100000;7,6822200000;4898;10029;11;1001308
Vinovo;Torino;TO;Piemonte;44,9488900000;7,6363900000;45,0661100000;7,6822200000;14200;10048;11;1001309
Virle Piemonte;Torino;TO;Piemonte;44,8650000000;7,5702800000;45,0661100000;7,6822200000;1212;10060;11;1001310
Vische;Torino;TO;Piemonte;45,3369400000;7,9488900000;45,0661100000;7,6822200000;1342;10030;11;1001311
Vistrorio;Torino;TO;Piemonte;45,4430600000;7,7691700000;45,0661100000;7,6822200000;547;10080;125;1001312
Viù;Torino;TO;Piemonte;45,2400000000;7,3786100000;45,0661100000;7,6822200000;1141;10070;123;1001313
Volpiano;Torino;TO;Piemonte;45,2027800000;7,7786100000;45,0661100000;7,6822200000;15097;10088;11;1001314
Volvera;Torino;TO;Piemonte;44,9558300000;7,5147200000;45,0661100000;7,6822200000;8707;10040;11;1001315
Alagna Valsesia;Vercelli;VC;Piemonte;45,8541700000;7,9358300000;45,3258300000;8,4225000000;434;13021;163;1002002
Albano Vercellese;Vercelli;VC;Piemonte;45,4280600000;8,3827800000;45,3258300000;8,4225000000;342;13030;161;1002003
Alice Castello;Vercelli;VC;Piemonte;45,3677800000;8,0752800000;45,3258300000;8,4225000000;2716;13040;161;1002004
Arborio;Vercelli;VC;Piemonte;45,4983300000;8,3886100000;45,3258300000;8,4225000000;939;13031;161;1002006
Asigliano Vercelles;Vercelli;VC;Piemonte;45,2625000000;8,4061100000;45,3258300000;8,4225000000;1390;13032;161;1002007
Balmuccia;Vercelli;VC;Piemonte;45,8202800000;8,1363900000;45,3258300000;8,4225000000;92;13020;163;1002008
Balocco;Vercelli;VC;Piemonte;45,4583300000;8,2805600000;45,3258300000;8,4225000000;250;13040;161;1002009
Bianzè;Vercelli;VC;Piemonte;45,3100000000;8,1208300000;45,3258300000;8,4225000000;2060;13041;161;1002011
Boccioleto;Vercelli;VC;Piemonte;45,8305600000;8,1136100000;45,3258300000;8,4225000000;221;13022;163;1002014
Borgo d'Ale;Vercelli;VC;Piemonte;45,3516700000;8,0516700000;45,3258300000;8,4225000000;2644;13040;161;1002015
Borgosesia;Vercelli;VC;Piemonte;45,7188900000;8,2725000000;45,3258300000;8,4225000000;13336;13011;163;1002016
Borgo Vercelli;Vercelli;VC;Piemonte;45,3591700000;8,4669400000;45,3258300000;8,4225000000;2372;13012;161;1002017
Breia;Vercelli;VC;Piemonte;45,7669400000;8,3047200000;45,3258300000;8,4225000000;188;13020;163;1002019
Buronzo;Vercelli;VC;Piemonte;45,4833300000;8,2663900000;45,3258300000;8,4225000000;922;13040;161;1002021
Campertogno;Vercelli;VC;Piemonte;45,8005600000;8,0302800000;45,3258300000;8,4225000000;246;13023;163;1002025
Carcoforo;Vercelli;VC;Piemonte;45,9111100000;8,0475000000;45,3258300000;8,4225000000;79;13026;163;1002029
Caresana;Vercelli;VC;Piemonte;45,2230600000;8,5061100000;45,3258300000;8,4225000000;1051;13010;161;1002030
Caresanablot;Vercelli;VC;Piemonte;45,3586100000;8,3916700000;45,3258300000;8,4225000000;1145;13030;161;1002031
Carisio;Vercelli;VC;Piemonte;45,4100000000;8,1975000000;45,3258300000;8,4225000000;919;13040;161;1002032
Casanova Elvo;Vercelli;VC;Piemonte;45,4027800000;8,2938900000;45,3258300000;8,4225000000;275;13030;161;1002033
San Giacomo Vercell;Vercelli;VC;Piemonte;45,4994400000;8,3266700000;45,3258300000;8,4225000000;330;13030;161;1002035
Cellio;Vercelli;VC;Piemonte;45,7563900000;8,3108300000;45,3258300000;8,4225000000;863;13024;163;1002038
Cervatto;Vercelli;VC;Piemonte;45,8844400000;8,1608300000;45,3258300000;8,4225000000;49;13025;163;1002041
Cigliano;Vercelli;VC;Piemonte;45,3102800000;8,0191700000;45,3258300000;8,4225000000;4586;13043;161;1002042
Civiasco;Vercelli;VC;Piemonte;45,8091700000;8,2905600000;45,3258300000;8,4225000000;262;13010;163;1002043
Collobiano;Vercelli;VC;Piemonte;45,3994400000;8,3486100000;45,3258300000;8,4225000000;108;13030;161;1002045
Costanzana;Vercelli;VC;Piemonte;45,2377800000;8,3697200000;45,3258300000;8,4225000000;831;13033;161;1002047
Cravagliana;Vercelli;VC;Piemonte;45,8502800000;8,1997200000;45,3258300000;8,4225000000;272;13020;163;1002048
Crescentino;Vercelli;VC;Piemonte;45,1930600000;8,1025000000;45,3258300000;8,4225000000;8086;13044;161;1002049
Crova;Vercelli;VC;Piemonte;45,3319400000;8,2113900000;45,3258300000;8,4225000000;423;13040;161;1002052
Desana;Vercelli;VC;Piemonte;45,2713900000;8,3575000000;45,3258300000;8,4225000000;1083;13034;161;1002054
Fobello;Vercelli;VC;Piemonte;45,8922200000;8,1558300000;45,3258300000;8,4225000000;220;13025;163;1002057
Fontanetto Po;Vercelli;VC;Piemonte;45,1972200000;8,1919400000;45,3258300000;8,4225000000;1242;13040;161;1002058
Formigliana;Vercelli;VC;Piemonte;45,4313900000;8,2938900000;45,3258300000;8,4225000000;569;13030;161;1002059
Gattinara;Vercelli;VC;Piemonte;45,6158300000;8,3725000000;45,3258300000;8,4225000000;8340;13045;163;1002061
Ghislarengo;Vercelli;VC;Piemonte;45,5313900000;8,3866700000;45,3258300000;8,4225000000;908;13030;161;1002062
Greggio;Vercelli;VC;Piemonte;45,4536100000;8,3858300000;45,3258300000;8,4225000000;390;13030;161;1002065
Guardabosone;Vercelli;VC;Piemonte;45,7038900000;8,2491700000;45,3258300000;8,4225000000;356;13010;15;1002066
Lamporo;Vercelli;VC;Piemonte;45,2319400000;8,0963900000;45,3258300000;8,4225000000;547;13046;161;1002067
Lenta;Vercelli;VC;Piemonte;45,5583300000;8,3847200000;45,3258300000;8,4225000000;905;13035;163;1002068
Lignana;Vercelli;VC;Piemonte;45,2866700000;8,3436100000;45,3258300000;8,4225000000;584;13034;161;1002070
Livorno Ferraris;Vercelli;VC;Piemonte;45,2822200000;8,0805600000;45,3258300000;8,4225000000;4529;13046;161;1002071
Lozzolo;Vercelli;VC;Piemonte;45,6255600000;8,3227800000;45,3258300000;8,4225000000;822;13045;163;1002072
Mollia;Vercelli;VC;Piemonte;45,8186100000;8,0302800000;45,3258300000;8,4225000000;106;13020;163;1002078
Moncrivello;Vercelli;VC;Piemonte;45,3308300000;7,9955600000;45,3258300000;8,4225000000;1444;13040;161;1002079
Motta de' Conti;Vercelli;VC;Piemonte;45,1947200000;8,5197200000;45,3258300000;8,4225000000;812;13010;161;1002082
Olcenengo;Vercelli;VC;Piemonte;45,3663900000;8,3122200000;45,3258300000;8,4225000000;745;13047;161;1002088
Oldenico;Vercelli;VC;Piemonte;45,4044400000;8,3830600000;45,3258300000;8,4225000000;258;13030;161;1002089
Palazzolo Vercelles;Vercelli;VC;Piemonte;45,1861100000;8,2325000000;45,3258300000;8,4225000000;1290;13040;161;1002090
Pertengo;Vercelli;VC;Piemonte;45,2369400000;8,4169400000;45,3258300000;8,4225000000;332;13030;161;1002091
Pezzana;Vercelli;VC;Piemonte;45,2625000000;8,4822200000;45,3258300000;8,4225000000;1338;13010;161;1002093
Pila;Vercelli;VC;Piemonte;45,7719400000;8,0788900000;45,3258300000;8,4225000000;140;13020;163;1002096
Piode;Vercelli;VC;Piemonte;45,7725000000;8,0511100000;45,3258300000;8,4225000000;195;13020;163;1002097
Postua;Vercelli;VC;Piemonte;45,7163900000;8,2294400000;45,3258300000;8,4225000000;590;13010;15;1002102
Prarolo;Vercelli;VC;Piemonte;45,2827800000;8,4769400000;45,3258300000;8,4225000000;666;13012;161;1002104
Quarona;Vercelli;VC;Piemonte;45,7636100000;8,2686100000;45,3258300000;8,4225000000;4292;13017;163;1002107
Quinto Vercellese;Vercelli;VC;Piemonte;45,3808300000;8,3625000000;45,3258300000;8,4225000000;417;13030;161;1002108
Rassa;Vercelli;VC;Piemonte;45,7708300000;8,0111100000;45,3258300000;8,4225000000;73;13020;163;1002110
Rima San Giuseppe;Vercelli;VC;Piemonte;45,8872200000;7,9980600000;45,3258300000;8,4225000000;69;13026;163;1002111
Rimasco;Vercelli;VC;Piemonte;45,8608300000;8,0602800000;45,3258300000;8,4225000000;119;13026;163;1002112
Rimella;Vercelli;VC;Piemonte;45,9094400000;8,1808300000;45,3258300000;8,4225000000;135;13020;163;1002113
Riva Valdobbia;Vercelli;VC;Piemonte;45,8338900000;7,9544400000;45,3258300000;8,4225000000;250;13020;163;1002114
Rive;Vercelli;VC;Piemonte;45,2155600000;8,4183300000;45,3258300000;8,4225000000;473;13030;161;1002115
Roasio;Vercelli;VC;Piemonte;45,6113900000;8,2883300000;45,3258300000;8,4225000000;2477;13060;163;1002116
Ronsecco;Vercelli;VC;Piemonte;45,2550000000;8,2763900000;45,3258300000;8,4225000000;603;13036;161;1002118
Rossa;Vercelli;VC;Piemonte;45,8344400000;8,1263900000;45,3258300000;8,4225000000;194;13020;163;1002121
Rovasenda;Vercelli;VC;Piemonte;45,5394400000;8,3130600000;45,3258300000;8,4225000000;998;13040;161;1002122
Sabbia;Vercelli;VC;Piemonte;45,8602800000;8,2350000000;45,3258300000;8,4225000000;69;13020;163;1002123
Salasco;Vercelli;VC;Piemonte;45,3272200000;8,2644400000;45,3258300000;8,4225000000;229;13040;161;1002126
Sali Vercellese;Vercelli;VC;Piemonte;45,3116700000;8,3297200000;45,3258300000;8,4225000000;120;13040;161;1002127
Saluggia;Vercelli;VC;Piemonte;45,2380600000;8,0113900000;45,3258300000;8,4225000000;4201;13040;161;1002128
San Germano Vercell;Vercelli;VC;Piemonte;45,3538900000;8,2491700000;45,3258300000;8,4225000000;1784;13047;161;1002131
Santhià;Vercelli;VC;Piemonte;45,3683300000;8,1747200000;45,3258300000;8,4225000000;8994;13048;161;1002133
Scopa;Vercelli;VC;Piemonte;45,7941700000;8,1122200000;45,3258300000;8,4225000000;406;13027;163;1002134
Scopello;Vercelli;VC;Piemonte;45,7755600000;8,0922200000;45,3258300000;8,4225000000;418;13028;163;1002135
Serravalle Sesia;Vercelli;VC;Piemonte;45,6888900000;8,3080600000;45,3258300000;8,4225000000;5162;13037;163;1002137
Stroppiana;Vercelli;VC;Piemonte;45,2316700000;8,4552800000;45,3258300000;8,4225000000;1262;13010;161;1002142
Tricerro;Vercelli;VC;Piemonte;45,2355600000;8,3250000000;45,3258300000;8,4225000000;723;13038;161;1002147
Trino;Vercelli;VC;Piemonte;45,1958300000;8,2961100000;45,3258300000;8,4225000000;7627;13039;161;1002148
Tronzano Vercellese;Vercelli;VC;Piemonte;45,3458300000;8,1738900000;45,3258300000;8,4225000000;3598;13049;161;1002150
Valduggia;Vercelli;VC;Piemonte;45,7325000000;8,3311100000;45,3258300000;8,4225000000;2161;13018;163;1002152
Varallo;Vercelli;VC;Piemonte;45,8175000000;8,2519400000;45,3258300000;8,4225000000;7593;13019;163;1002156
Vercelli;Vercelli;VC;Piemonte;45,3258300000;8,4225000000;45,3258300000;8,4225000000;46979;13100;161;1002158
Villarboit;Vercelli;VC;Piemonte;45,4388900000;8,3391700000;45,3258300000;8,4225000000;491;13030;161;1002163
Villata;Vercelli;VC;Piemonte;45,3872200000;8,4319400000;45,3258300000;8,4225000000;1631;13010;161;1002164
Vocca;Vercelli;VC;Piemonte;45,8347200000;8,1925000000;45,3258300000;8,4225000000;172;13020;163;1002166
Agrate Conturbia;Novara;NO;Piemonte;45,6783300000;8,5525000000;45,4497200000;8,6202800000;1560;28010;322;1003001
Ameno;Novara;NO;Piemonte;45,7905600000;8,4377800000;45,4497200000;8,6202800000;893;28010;322;1003002
Armeno;Novara;NO;Piemonte;45,8247200000;8,4363900000;45,4497200000;8,6202800000;2261;28011;322;1003006
Arona;Novara;NO;Piemonte;45,7636100000;8,5580600000;45,4497200000;8,6202800000;14547;28041;322;1003008
Barengo;Novara;NO;Piemonte;45,5766700000;8,5116700000;45,4497200000;8,6202800000;891;28010;321;1003012
Bellinzago Novarese;Novara;NO;Piemonte;45,5713900000;8,6405600000;45,4497200000;8,6202800000;9258;28043;321;1003016
Biandrate;Novara;NO;Piemonte;45,4550000000;8,4652800000;45,4497200000;8,6202800000;1190;28061;321;1003018
Boca;Novara;NO;Piemonte;45,6816700000;8,4061100000;45,4497200000;8,6202800000;1225;28010;322;1003019
Bogogno;Novara;NO;Piemonte;45,6672200000;8,5347200000;45,4497200000;8,6202800000;1316;28010;322;1003021
Bolzano Novarese;Novara;NO;Piemonte;45,7650000000;8,4422200000;45,4497200000;8,6202800000;1180;28010;322;1003022
Borgolavezzaro;Novara;NO;Piemonte;45,3205600000;8,6994400000;45,4497200000;8,6202800000;2085;28071;321;1003023
Borgomanero;Novara;NO;Piemonte;45,7002800000;8,4622200000;45,4497200000;8,6202800000;21518;28021;322;1003024
Borgo Ticino;Novara;NO;Piemonte;45,6888900000;8,6030600000;45,4497200000;8,6202800000;4872;28040;321;1003025
Briga Novarese;Novara;NO;Piemonte;45,7363900000;8,4491700000;45,4497200000;8,6202800000;3038;28010;322;1003026
Briona;Novara;NO;Piemonte;45,5436100000;8,4797200000;45,4497200000;8,6202800000;1244;28072;321;1003027
Caltignaga;Novara;NO;Piemonte;45,5191700000;8,5877800000;45,4497200000;8,6202800000;2617;28010;321;1003030
Cameri;Novara;NO;Piemonte;45,5022200000;8,6630600000;45,4497200000;8,6202800000;10878;28062;321;1003032
Carpignano Sesia;Novara;NO;Piemonte;45,5363900000;8,4166700000;45,4497200000;8,6202800000;2568;28064;321;1003036
Casalbeltrame;Novara;NO;Piemonte;45,4377800000;8,4688900000;45,4497200000;8,6202800000;1033;28060;321;1003037
